pin14,street_number,street_name,dir,type,sq_ft,ward,community_area,zoning_classification
20162210100000,5755,LAFAYETTE,S,AVE,2512,20,WASHINGTON PARK,RS-3
20174030230000,5949,CARPENTER,S,ST,3140,16,ENGLEWOOD,RS-3
20202090020000,6407,MAY,S,ST,3111,16,ENGLEWOOD,RS-3
20194190010000,1825,69TH,W,ST,3001,17,WEST ENGLEWOOD,RS-3
20074180050000,5313,WOLCOTT,S,AVE,3121,16,NEW CITY,RS-3
20203080160000,6802,JUSTINE,S,ST,3044,17,WEST ENGLEWOOD,RS-3
20211110160000,6434,PARNELL,S,AVE,4125,20,ENGLEWOOD,RT-4
20092180290000,5022,PRINCETON,S,AVE,2948,3,FULLER PARK,RS-3
20204130440000,6800,PEORIA,S,ST,6225,17,ENGLEWOOD,RS-3
20174260130000,6235,ABERDEEN,S,ST,3095,16,ENGLEWOOD,RS-3
20082180240000,911,50TH,W,ST,3126,20,NEW CITY,RS-3
20192040300000,6330,HERMITAGE,S,AVE,3097,15,WEST ENGLEWOOD,RS-3
20174190420000,6152,MORGAN,S,ST,3133,16,ENGLEWOOD,RS-3
20143150150000,6200,ELLIS,S,AVE,17991,20,WOODLAWN,RM-5
20184000270000,5914,WINCHESTER,S,AVE,3110,15,WEST ENGLEWOOD,RS-3
20174140050000,6011,PEORIA,S,ST,3101,16,ENGLEWOOD,RS-3
20151230200000,5850,CALUMET,S,AVE,15486,20,WASHINGTON PARK,RM-5
20093250170000,602,54TH,W,PL,3123,3,NEW CITY,RS-3
20093240240000,742,54TH,W,PL,2079,3,NEW CITY,RS-3
20103040350000,200,53RD,E,ST,8042,3,WASHINGTON PARK,RM-5
20082150160000,5037,MAY,S,ST,3143,16,NEW CITY,RS-3
20162200070000,5751,PERRY,S,AVE,2484,20,WASHINGTON PARK,RS-3
20163000820000,5940,UNION,S,AVE,3972,20,ENGLEWOOD,RS-3
20202250270000,6620,ABERDEEN,S,ST,3113,17,ENGLEWOOD,RS-3
20231000140000,6340,MARYLAND,S,AVE,3117,20,WOODLAWN,RM-5
20084170320000,5322,CARPENTER,S,ST,3102,16,NEW CITY,RS-3
20172090430000,5650,ABERDEEN,S,ST,3108,16,ENGLEWOOD,RS-3
20103060240000,5217,CALUMET,S,AVE,6192,3,WASHINGTON PARK,RM-5
20151100260000,5658,PRAIRIE,S,AVE,13361,20,WASHINGTON PARK,RM-5
20083020170000,5139,LAFLIN,S,ST,3119,16,NEW CITY,RS-3
20191070360000,6340,DAMEN,S,AVE,3802,15,WEST ENGLEWOOD,RS-3
20192030290000,6328,WOOD,S,ST,3068,15,WEST ENGLEWOOD,RS-3
20282090100000,7237,HARVARD,S,AVE,6344,17,GREATER GRAND CROSSING,RM-5
20082170010000,5003,CARPENTER,S,ST,3904,16,NEW CITY,RS-3
20162190080000,5757,LA SALLE,S,ST,3030,20,ENGLEWOOD,RS-3
20203160190000,6943,ASHLAND,S,AVE,2726,17,WEST ENGLEWOOD,RS-2
20214080340000,6846,LAFAYETTE,S,AVE,4374,6,GREATER GRAND CROSSING,RS-3
20231220060000,6648,DREXEL,S,AVE,3164,5,WOODLAWN,RT-4
20082130010000,857,49TH,W,PL,3046,3,NEW CITY,RS-3
20161070370000,418,TREMONT,W,ST,3057,3,ENGLEWOOD,RS-3
20164020220000,330,60TH,W,ST,6218,20,ENGLEWOOD,RS-3
20083010180000,5129,JUSTINE,S,ST,2988,16,NEW CITY,RS-3
20194060160000,6730,PAULINA,S,ST,3026,15,WEST ENGLEWOOD,RS-3
20091110130000,741,49TH,W,PL,3071,3,NEW CITY,RS-3
20184180020000,6103,WOLCOTT,S,AVE,3105,15,WEST ENGLEWOOD,RS-3
20162000080000,5529,STEWART,S,AVE,2928,3,ENGLEWOOD,RS-3
20171260060000,5813,LAFLIN,S,ST,3087,16,WEST ENGLEWOOD,RS-3
20211250540000,6625,UNION,S,AVE,4355,6,ENGLEWOOD,RT-4
20084070070000,839,51ST,W,PL,3118,3,NEW CITY,RS-3
20213240160000,620,71ST,W,ST,5863,6,ENGLEWOOD,RS-3
20091120200000,725,50TH,W,ST,2224,3,NEW CITY,RS-3
20151230140000,5816,CALUMET,S,AVE,3816,20,WASHINGTON PARK,RM-5
20074100220000,5259,WOLCOTT,S,AVE,2983,16,NEW CITY,RS-3
20192120260000,6418,HERMITAGE,S,AVE,3713,15,WEST ENGLEWOOD,RS-3
20163180150000,737,61ST,W,PL,3152,16,ENGLEWOOD,RS-3
20231090360000,6458,UNIVERSITY,S,AVE,4335,20,WOODLAWN,"RT-4,B1-2"
20084070320000,818,52ND,W,ST,3037,3,NEW CITY,RS-3
20161160370000,539,57TH,W,ST,5982,3,ENGLEWOOD,RS-3
20082150040000,5009,MAY,S,ST,3146,16,NEW CITY,RS-3
20084090250000,5204,ABERDEEN,S,ST,2987,16,NEW CITY,RS-3
20171260160000,5812,BISHOP,S,ST,3087,16,WEST ENGLEWOOD,RS-3
20163210550000,608,62ND,W,ST,3949,16,ENGLEWOOD,RS-3
20161150020000,5703,LOWE,S,AVE,3129,3,ENGLEWOOD,RS-3
20232250180000,1448,66TH,E,PL,2557,5,WOODLAWN,RM-5
20084220060000,5347,PEORIA,S,ST,3010,20,NEW CITY,RS-3
20093250140000,610,54TH,W,PL,3126,3,NEW CITY,RS-3
20103120200000,5318,CALUMET,S,AVE,7410,3,WASHINGTON PARK,RM-5
20084110030000,5205,CARPENTER,S,ST,3153,16,NEW CITY,RS-3
20282230140000,7441,STEWART,S,AVE,5029,17,GREATER GRAND CROSSING,RT-4
20093170240000,5300,UNION,S,AVE,4680,3,NEW CITY,RS-3
20103090670000,5405,WABASH,S,AVE,4188,3,WASHINGTON PARK,RT-4
20103000530000,5152,WABASH,S,AVE,4015,3,WASHINGTON PARK,RT-4
20184270100000,6225,HONORE,S,ST,2981,15,WEST ENGLEWOOD,RS-3
20084090240000,5202,ABERDEEN,S,ST,2987,16,NEW CITY,RS-3
20171210020000,5703,ADA,S,ST,3115,16,WEST ENGLEWOOD,RS-3
20164050160000,5931,LA SALLE,S,ST,3285,20,ENGLEWOOD,RS-3
20082140390000,5042,MAY,S,ST,3208,16,NEW CITY,RS-3
20203190290000,6916,LOOMIS,S,BLVD,3116,17,WEST ENGLEWOOD,RS-3
20083090220000,5200,LAFLIN,S,ST,2950,16,NEW CITY,RS-3
20151070180000,5602,WABASH,S,AVE,6213,20,WASHINGTON PARK,RT-4
20154200010000,601,62ND,E,ST,9359,20,WOODLAWN,RM-5
20093080290000,5224,EMERALD,S,AVE,2980,3,NEW CITY,RS-3
20211130070000,6419,NORMAL,S,BLVD,3160,20,ENGLEWOOD,RT-4
20092190090000,5023,PRINCETON,S,AVE,3133,3,FULLER PARK,RS-3
20161040270000,518,56TH,W,ST,3529,3,ENGLEWOOD,RS-3
20154050070000,6000,CHAMPLAIN,S,AVE,7199,20,WOODLAWN,RM-5
20202090050000,6415,MAY,S,ST,3108,16,ENGLEWOOD,RS-3
20202210010000,6501,SANGAMON,S,ST,2901,17,ENGLEWOOD,RS-3
20204010120000,6727,MAY,S,ST,3106,17,ENGLEWOOD,RS-3
20191220200000,6551,SEELEY,S,AVE,3134,15,WEST ENGLEWOOD,RS-3
20231240160000,6616,GREENWOOD,S,AVE,6286,5,WOODLAWN,RM-5
20201090080000,6419,JUSTINE,S,ST,3094,17,WEST ENGLEWOOD,RS-3
20162210130000,5761,LAFAYETTE,S,AVE,2513,20,WASHINGTON PARK,RS-3
20211060210000,6306,EGGLESTON,S,AVE,6253,20,ENGLEWOOD,RT-4
20151240030000,5815,CALUMET,S,AVE,9794,20,WASHINGTON PARK,RM-5
20204100190000,6847,ABERDEEN,S,ST,3099,17,ENGLEWOOD,RS-3
20172110330000,5626,MORGAN,S,ST,3761,16,ENGLEWOOD,RS-3
20194210390000,6942,PAULINA,S,ST,3117,17,WEST ENGLEWOOD,RS-3
20084260210000,5416,MORGAN,S,ST,3174,16,NEW CITY,RS-3
20151230220000,5803,PRAIRIE,S,AVE,8048,20,WASHINGTON PARK,RM-5
20081300160000,5041,THROOP,S,ST,3085,16,NEW CITY,RS-3
20084260030000,5405,CARPENTER,S,ST,3172,16,NEW CITY,RS-3
20202250360000,6644,ABERDEEN,S,ST,3157,17,ENGLEWOOD,RS-3
20084070340000,814,52ND,W,ST,3119,3,NEW CITY,RS-3
20163090240000,656,61ST,W,ST,3096,20,ENGLEWOOD,RS-3
20154160200000,6238,VERNON,S,AVE,3731,20,WOODLAWN,RM-5
20162060260000,5605,PERRY,S,AVE,2459,3,WASHINGTON PARK,RS-3
20184100340000,6024,HONORE,S,ST,3106,15,WEST ENGLEWOOD,RS-3
20281070260000,7120,STEWART,S,AVE,6204,6,ENGLEWOOD,RT-4
20211170230000,6537,UNION,S,AVE,82155,20,ENGLEWOOD,RT-4
20201100270000,6410,BISHOP,S,ST,3116,17,WEST ENGLEWOOD,RS-3
20174020160000,5929,ABERDEEN,S,ST,3120,16,ENGLEWOOD,RS-3
20093170280000,5312,UNION,S,AVE,3145,3,NEW CITY,RS-3
20204020130000,6733,ABERDEEN,S,ST,3119,17,ENGLEWOOD,RS-3
20162190220000,5821,LA SALLE,S,ST,3351,20,ENGLEWOOD,RS-3
20084220230000,815,53RD,W,PL,2733,20,NEW CITY,RS-3
20164150040000,6107,STEWART,S,AVE,3102,20,ENGLEWOOD,RS-3
20214000100000,333,MARQUETTE,W,RD,4296,6,ENGLEWOOD,RT-4
20163000300000,5924,EMERALD,S,AVE,3192,16,ENGLEWOOD,RS-3
20153150350000,6100,PRAIRIE,S,AVE,7832,20,WASHINGTON PARK,"RS-3, RM-5"
20074230040000,5309,MARSHFIELD,S,AVE,3031,16,NEW CITY,RS-3
20094010130000,312,52ND,W,ST,2864,3,FULLER PARK,RS-3
20202190220000,6500,MORGAN,S,ST,3140,17,ENGLEWOOD,RS-3
20163190200000,546,62ND,W,ST,4239,20,ENGLEWOOD,RS-3
20084120230000,5204,SANGAMON,S,ST,2984,20,NEW CITY,RS-3
20201010380000,6342,LAFLIN,S,ST,3102,16,WEST ENGLEWOOD,RS-3
20074000360000,5146,WINCHESTER,S,AVE,2902,16,NEW CITY,RS-3
20103120250000,5338,CALUMET,S,AVE,1851,3,WASHINGTON PARK,RM-5
20222130010000,633,64TH,E,ST,5585,20,WOODLAWN,RT-4
20204300100000,7031,PEORIA,S,ST,3187,17,ENGLEWOOD,RT-4
20204250140000,7026,ABERDEEN,S,ST,3129,17,ENGLEWOOD,RS-3
20161150080000,5717,LOWE,S,AVE,3130,3,ENGLEWOOD,RS-3
20282170040000,7315,HARVARD,S,AVE,6349,17,GREATER GRAND CROSSING,RT-4
20153100050000,6019,PRAIRIE,S,AVE,4068,20,WASHINGTON PARK,RM-5
20154190080000,6229,RHODES,S,AVE,3717,20,WOODLAWN,RM-5
20174140120000,6029,PEORIA,S,ST,3039,16,ENGLEWOOD,RS-3
20192280110000,6631,WOOD,S,ST,3092,15,WEST ENGLEWOOD,RS-3
20213080060000,6723,UNION,S,AVE,8002,6,ENGLEWOOD,RT-4
20194110020000,6803,HONORE,S,ST,3829,17,WEST ENGLEWOOD,RS-3
20091130370000,722,51ST,W,ST,3126,3,NEW CITY,RS-3
20084160130000,5331,MAY,S,ST,3105,16,NEW CITY,RS-3
20214200320000,7036,PRINCETON,S,AVE,2362,6,GREATER GRAND CROSSING,"RT-4,M1-2"
20151230040000,5823,PRAIRIE,S,AVE,4023,20,WASHINGTON PARK,RM-5
20094100370000,5236,WELLS,S,ST,2980,3,FULLER PARK,RS-3
20231150270000,6524,ELLIS,S,AVE,6279,20,WOODLAWN,RT-4
20162180290000,5738,LA SALLE,S,ST,2268,20,ENGLEWOOD,RS-3
20144080100000,6149,KIMBARK,S,AVE,3305,20,WOODLAWN,RM-5
20143080360000,6156,INGLESIDE,S,AVE,5638,20,WOODLAWN,RM-5
20081250050000,5009,JUSTINE,S,ST,2988,16,NEW CITY,RT-4
20291290300000,1274,74TH,W,ST,3117,17,WEST ENGLEWOOD,RS-2
20213080100000,6839,UNION,S,AVE,4003,6,ENGLEWOOD,RT-4
20101220100000,5002,CALUMET,S,AVE,4432,3,GRAND BOULEVARD,RM-5
20151160010000,5701,INDIANA,S,AVE,13390,20,WASHINGTON PARK,RM-5
20232120250000,6449,KIMBARK,S,AVE,8242,20,WOODLAWN,RS-2
20081290250000,5014,THROOP,S,ST,3110,16,NEW CITY,RS-3
20201100120000,6431,LAFLIN,S,ST,3108,17,WEST ENGLEWOOD,RS-3
20084170240000,5302,CARPENTER,S,ST,5762,16,NEW CITY,RS-3
20174010460000,5956,ABERDEEN,S,ST,3105,16,ENGLEWOOD,RS-3
20153070010000,6001,WABASH,S,AVE,9716,20,WASHINGTON PARK,RT-4
20164070120000,313,60TH,W,ST,20876,20,ENGLEWOOD,RS-3
20222050140000,6329,CHAMPLAIN,S,AVE,3671,20,WOODLAWN,RT-4
20083140220000,5355,LAFLIN,S,ST,3055,16,NEW CITY,RS-3
20204060360000,6736,GREEN,S,ST,3129,17,ENGLEWOOD,RS-3
20222050110000,6323,CHAMPLAIN,S,AVE,3059,20,WOODLAWN,RT-4
20174260150000,6239,ABERDEEN,S,ST,3095,16,ENGLEWOOD,RS-3
20082140330000,5026,MAY,S,ST,3254,16,NEW CITY,RS-3
20163080330000,6044,UNION,S,AVE,2824,16,ENGLEWOOD,RS-3
20082150390000,5040,ABERDEEN,S,ST,3144,16,NEW CITY,RS-3
20074030260000,5151,HONORE,S,ST,6315,16,NEW CITY,RS-3
20163090410000,612,61ST,W,ST,3752,20,ENGLEWOOD,RS-3
20213150050000,6909,UNION,S,AVE,3148,6,ENGLEWOOD,RS-3
20084070300000,824,52ND,W,ST,3037,3,NEW CITY,RS-3
20084050280000,832,51ST,W,PL,3123,3,NEW CITY,RS-3
20203170330000,6934,LAFLIN,S,ST,3105,17,WEST ENGLEWOOD,RS-3
20192270110000,6633,HONORE,S,ST,4047,15,WEST ENGLEWOOD,RS-3
20082140400000,5044,MAY,S,ST,3200,16,NEW CITY,RS-3
20083020120000,5125,LAFLIN,S,ST,3119,16,NEW CITY,RS-3
20291190330000,1260,73RD,W,ST,3125,17,WEST ENGLEWOOD,RS-2
20083010120000,5117,JUSTINE,S,ST,2988,16,NEW CITY,RS-3
20092180080000,5019,SHIELDS,S,AVE,2948,3,FULLER PARK,RS-3
20232250160000,1440,66TH,E,PL,5104,5,WOODLAWN,RM-5
20232190160000,1514,65TH,E,PL,5040,5,WOODLAWN,RM-5
20151180130000,5700,DR MARTIN LUTHER KING JR,S,DR,23837,20,WASHINGTON PARK,RM-5
20153070020000,6009,WABASH,S,AVE,6780,20,WASHINGTON PARK,RT-4
20081280190000,5000,ADA,S,ST,4136,16,NEW CITY,RS-3
20082170140000,5035,CARPENTER,S,ST,3104,16,NEW CITY,RS-3
20074090320000,5220,WOLCOTT,S,AVE,3120,16,NEW CITY,RS-3
20094010150000,5136,PRINCETON,S,AVE,2797,3,FULLER PARK,RS-3
20211050380000,6358,NORMAL,S,BLVD,3164,20,ENGLEWOOD,RT-4
20201090180000,6443,JUSTINE,S,ST,3093,17,WEST ENGLEWOOD,RS-3
20081290190000,5000,THROOP,S,ST,4058,16,NEW CITY,RS-3
20191130130000,6435,HOYNE,S,AVE,3002,15,WEST ENGLEWOOD,RS-3
20184250260000,6222,WOLCOTT,S,AVE,2985,15,WEST ENGLEWOOD,RS-3
20081160370000,4946,JUSTINE,S,ST,3029,20,NEW CITY,RT-4
20204130260000,6808,PEORIA,S,ST,3134,17,ENGLEWOOD,RS-3
20163160260000,520,61ST,W,PL,4586,20,ENGLEWOOD,RS-3
20231010080000,6311,MARYLAND,S,AVE,3063,20,WOODLAWN,RM-5
20172080220000,5653,RACINE,S,AVE,3122,16,ENGLEWOOD,RS-3
20083080390000,5250,JUSTINE,S,ST,3055,16,NEW CITY,RS-3
20281000290000,7130,EMERALD,S,AVE,3862,6,ENGLEWOOD,RS-3
20281100120000,7235,UNION,S,AVE,3863,17,ENGLEWOOD,RS-3
20073050270000,2017,JAMES,W,ST,3551,16,NEW CITY,RS-3
20194060210000,6745,PAULINA,S,ST,3077,15,WEST ENGLEWOOD,RS-3
20154020280000,451,60TH,E,ST,7317,20,WOODLAWN,RM-5
20231270200000,6608,WOODLAWN,S,AVE,3764,5,WOODLAWN,RM-5
20082140040000,5011,RACINE,S,AVE,2988,16,NEW CITY,RS-3
20162040550000,5632,LA SALLE,S,ST,3174,3,ENGLEWOOD,RS-3
20184270080000,6221,HONORE,S,ST,2981,15,WEST ENGLEWOOD,RS-3
20174060110000,5929,PEORIA,S,ST,6256,16,ENGLEWOOD,RS-3
20232270010000,1403,66TH,E,PL,7111,5,WOODLAWN,RM-5
20282100240000,7236,YALE,S,AVE,6214,17,GREATER GRAND CROSSING,RT-4
20193260040000,2116,69TH,W,PL,3105,17,WEST ENGLEWOOD,RS-2
20153090280000,6009,INDIANA,S,AVE,6067,20,WASHINGTON PARK,RM-5
20192120270000,6420,HERMITAGE,S,AVE,3711,15,WEST ENGLEWOOD,RS-3
20194060260000,6759,PAULINA,S,ST,3075,15,WEST ENGLEWOOD,RS-3
20083010400000,5138,LAFLIN,S,ST,2988,16,NEW CITY,RS-3
20151060250000,323,55TH,E,PL,3417,20,WASHINGTON PARK,RM-5
20172230160000,5751,GREEN,S,ST,3582,16,ENGLEWOOD,RS-3
20194080210000,6806,WINCHESTER,S,AVE,3098,17,WEST ENGLEWOOD,RS-3
20074120040000,5209,WOOD,S,ST,3143,16,NEW CITY,RS-3
20084070210000,846,52ND,W,ST,3033,3,NEW CITY,RS-3
20153110130000,6016,DR MARTIN LUTHER KING JR,S,DR,11229,20,WASHINGTON PARK,RM-5
20292060320000,7128,GREEN,S,ST,3118,17,ENGLEWOOD,RS-3
20171090390000,5646,LAFLIN,S,ST,3081,16,WEST ENGLEWOOD,RS-3
20204130220000,916,69TH,W,ST,1880,17,ENGLEWOOD,RS-3
20151070490000,5656,WABASH,S,AVE,8277,20,WASHINGTON PARK,RT-4
20192070040000,6321,MARSHFIELD,S,AVE,3082,16,WEST ENGLEWOOD,RS-3
20222220230000,6500,EVANS,S,AVE,2948,20,WOODLAWN,RT-4
20194030160000,6733,HONORE,S,ST,3119,15,WEST ENGLEWOOD,RS-3
20162200090000,5755,PERRY,S,AVE,2482,20,WASHINGTON PARK,RS-3
20084140390000,5213,GREEN,S,ST,3697,3,NEW CITY,RS-3
20151050150000,216,56TH,E,ST,5823,20,WASHINGTON PARK,RM-5
20151210070000,5822,MICHIGAN,S,AVE,8020,20,WASHINGTON PARK,RM-5
20281070010000,7101,EGGLESTON,S,AVE,6004,6,ENGLEWOOD,RT-4
20174010370000,5932,ABERDEEN,S,ST,3104,16,ENGLEWOOD,RS-3
20081210460000,4952,LOOMIS,S,BLVD,3096,16,NEW CITY,RT-4
20163080150000,734,61ST,W,ST,2945,16,ENGLEWOOD,RS-3
20154080080000,6141,DR MARTIN LUTHER KING JR,S,DR,6095,20,WOODLAWN,RM-5
20162060400000,5639,PERRY,S,AVE,2359,3,WASHINGTON PARK,RS-3
20162190290000,5837,LA SALLE,S,ST,3531,20,ENGLEWOOD,RS-3
20174080440000,1144,61ST,W,ST,3001,16,ENGLEWOOD,RS-3
20162200340000,5758,LAFAYETTE,S,AVE,2485,20,WASHINGTON PARK,RS-3
20171100180000,5643,LAFLIN,S,ST,3087,16,WEST ENGLEWOOD,RS-3
20202020320000,6338,CARPENTER,S,ST,3120,16,ENGLEWOOD,RS-3
20151090510000,5644,INDIANA,S,AVE,6442,20,WASHINGTON PARK,RM-5
20143160190000,6218,GREENWOOD,S,AVE,8764,20,WOODLAWN,RM-5
20153010070000,5947,WABASH,S,AVE,7993,20,WASHINGTON PARK,RT-4
20083170340000,5438,LAFLIN,S,ST,3113,16,NEW CITY,RS-3
20083010130000,5119,JUSTINE,S,ST,2988,16,NEW CITY,RS-3
20174140010000,6001,PEORIA,S,ST,3091,16,ENGLEWOOD,RS-3
20232120160000,6447,KIMBARK,S,AVE,8265,20,WOODLAWN,RS-2
20163200180000,426,62ND,W,ST,4834,20,ENGLEWOOD,RS-3
20171020350000,1459,GARFIELD,W,BLVD,3542,16,WEST ENGLEWOOD,RT-4
20074250010000,5401,WINCHESTER,S,AVE,3121,16,NEW CITY,RS-3
20163000580000,701,59TH,W,ST,5450,20,ENGLEWOOD,RS-3
20184310100000,6227,MARSHFIELD,S,AVE,3021,16,WEST ENGLEWOOD,RS-3
20202310130000,6637,GREEN,S,ST,6026,16,ENGLEWOOD,RS-3
20084220160000,831,53RD,W,PL,3028,20,NEW CITY,RS-3
20094170260000,5405,PRINCETON,S,AVE,3365,3,FULLER PARK,RS-3
20164150480000,310,61ST,W,PL,1850,20,ENGLEWOOD,RS-3
20202020140000,6333,ABERDEEN,S,ST,3123,16,ENGLEWOOD,RS-3
20093080340000,5338,EMERALD,S,AVE,2979,3,NEW CITY,RS-3
20222000320000,6350,VERNON,S,AVE,13132,20,WOODLAWN,RT-4
20083020270000,5116,BISHOP,S,ST,3119,16,NEW CITY,RS-3
20291330020000,1279,74TH,W,PL,3339,17,WEST ENGLEWOOD,RS-2
20084190030000,5305,MORGAN,S,ST,3279,20,NEW CITY,RS-3
20213100440000,6847,PARNELL,S,AVE,1110,6,ENGLEWOOD,RT-4
20093180410000,5340,LOWE,S,AVE,3129,3,NEW CITY,RS-3
20081220320000,1342,50TH,W,ST,3014,16,NEW CITY,RT-4
20074260030000,5407,WOLCOTT,S,AVE,3160,16,NEW CITY,RS-3
20083100230000,5201,LAFLIN,S,ST,3736,16,NEW CITY,RS-3
20213170180000,544,70TH,W,ST,2451,6,ENGLEWOOD,RT-4
20192020190000,6339,WOLCOTT,S,AVE,3331,15,WEST ENGLEWOOD,RS-3
20203070090000,6745,ELIZABETH,S,ST,3101,17,WEST ENGLEWOOD,RS-3
20082170080000,5021,CARPENTER,S,ST,3101,16,NEW CITY,RS-3
20092180150000,5035,SHIELDS,S,AVE,2950,3,FULLER PARK,RS-3
20231130350000,6552,DREXEL,S,AVE,3142,20,WOODLAWN,RT-4
20282090130000,7249,HARVARD,S,AVE,6349,17,GREATER GRAND CROSSING,RM-5
20184190080000,6119,HONORE,S,ST,3105,15,WEST ENGLEWOOD,RS-3
20282000210000,7130,HARVARD,S,AVE,3724,6,GREATER GRAND CROSSING,RT-4
20154110030000,6111,RHODES,S,AVE,3664,20,WOODLAWN,RM-5
20182060170000,5516,MARSHFIELD,S,AVE,3120,15,WEST ENGLEWOOD,RS-3
20083100140000,5208,BISHOP,S,ST,3116,16,NEW CITY,RS-3
20223110220000,6841,CALUMET,S,AVE,4487,20,GREATER GRAND CROSSING,RS-3
20151240010000,5810,CALUMET,S,AVE,12368,20,WASHINGTON PARK,RM-5
20172230170000,5753,GREEN,S,ST,3643,16,ENGLEWOOD,RS-3
20163170180000,448,61ST,W,PL,4333,20,ENGLEWOOD,RS-3
20211270360000,6640,NORMAL,S,BLVD,2192,6,ENGLEWOOD,RT-4
20082160030000,5005,ABERDEEN,S,ST,3117,16,NEW CITY,RS-3
20203070290000,6758,RACINE,S,AVE,3003,17,WEST ENGLEWOOD,RS-3
20282230130000,7439,STEWART,S,AVE,5021,17,GREATER GRAND CROSSING,RT-4
20162050020000,5527,LA SALLE,S,ST,9969,3,ENGLEWOOD,"RS-3, M1-1"
20162040450000,5602,LA SALLE,S,ST,5091,3,ENGLEWOOD,RS-3
20164150400000,339,61ST,W,ST,2432,20,ENGLEWOOD,RS-3
20184310120000,6231,MARSHFIELD,S,AVE,3021,16,WEST ENGLEWOOD,RS-3
20084090220000,5257,MAY,S,ST,3138,16,NEW CITY,RS-3
20081210260000,4949,LAFLIN,S,ST,3096,16,NEW CITY,RT-4
20202170230000,6559,MAY,S,ST,2923,17,ENGLEWOOD,RS-3
20203030030000,1419,MARQUETTE,W,RD,4375,17,WEST ENGLEWOOD,RS-3
20082150070000,5017,MAY,S,ST,3145,16,NEW CITY,RS-3
20174110430000,6054,MORGAN,S,ST,4550,16,ENGLEWOOD,RS-3
20231170160000,6541,GREENWOOD,S,AVE,3149,20,WOODLAWN,RT-4
20103120190000,5312,CALUMET,S,AVE,7259,3,WASHINGTON PARK,RM-5
20081270090000,5021,BISHOP,S,ST,3139,16,NEW CITY,RT-4
20083030300000,5122,LOOMIS,S,BLVD,3113,16,NEW CITY,RT-4
20222270320000,6616,ST LAWRENCE,S,AVE,3034,20,WOODLAWN,RT-4
20153170010000,6109,CALUMET,S,AVE,27165,20,WASHINGTON PARK,RT-3.5
20202000290000,6326,MAY,S,ST,3121,16,ENGLEWOOD,RS-3
20211210050000,427,65TH,W,ST,5627,20,ENGLEWOOD,RT-4
20144120060000,6223,WOODLAWN,S,AVE,4171,20,WOODLAWN,RM-5
20163090300000,638,61ST,W,ST,6483,20,ENGLEWOOD,RS-3
20282080010000,106,72ND,W,ST,18604,17,GREATER GRAND CROSSING,RT-4
20291140280000,1268,72ND,W,PL,3114,17,WEST ENGLEWOOD,RS-2
20282230120000,7437,STEWART,S,AVE,3348,17,GREATER GRAND CROSSING,RT-4
20163080310000,6038,UNION,S,AVE,1384,16,ENGLEWOOD,RS-3
20151050020000,5523,INDIANA,S,AVE,3499,20,WASHINGTON PARK,RM-5
20232280020000,1505,66TH,E,PL,6714,5,WOODLAWN,RM-5
20093240350000,5404,UNION,S,AVE,12505,3,NEW CITY,RS-3
20163160370000,6110,NORMAL,S,BLVD,2452,20,ENGLEWOOD,RS-3
20162090120000,334,58TH,W,ST,3415,20,ENGLEWOOD,RS-3
20083110090000,5219,BISHOP,S,ST,3112,16,NEW CITY,RS-3
20194160050000,6921,DAMEN,S,AVE,6200,17,WEST ENGLEWOOD,RS-3
20281060240000,7128,EGGLESTON,S,AVE,4168,6,ENGLEWOOD,RT-4
20211120010000,6403,PARNELL,S,AVE,5626,20,ENGLEWOOD,RT-4
20214130330000,6920,PRINCETON,S,AVE,3372,6,GREATER GRAND CROSSING,"PD137,RT-4"
20202200040000,6509,MORGAN,S,ST,3119,17,ENGLEWOOD,RS-3
20194190020000,1823,69TH,W,ST,3000,17,WEST ENGLEWOOD,RS-3
20204110210000,1031,69TH,W,ST,9445,17,ENGLEWOOD,RS-3
20153030270000,5922,PRAIRIE,S,AVE,4021,20,WASHINGTON PARK,RM-5
20173180270000,6132,BISHOP,S,ST,3163,16,WEST ENGLEWOOD,RS-3
20174260190000,6202,CARPENTER,S,ST,3107,16,ENGLEWOOD,RS-3
20193160420000,2006,68TH,W,PL,3139,17,WEST ENGLEWOOD,RS-2
20203010020000,1519,MARQUETTE,W,RD,3121,17,WEST ENGLEWOOD,RS-3
20203220370000,6946,ELIZABETH,S,ST,4094,17,WEST ENGLEWOOD,RS-3
20163140270000,424,61ST,W,ST,5982,20,ENGLEWOOD,RS-3
20211130180000,6453,NORMAL,S,BLVD,4652,20,ENGLEWOOD,RT-4
20224060140000,6743,EVANS,S,AVE,3055,20,WOODLAWN,RS-3
20281090390000,7248,UNION,S,AVE,3865,17,ENGLEWOOD,RS-3
20081250230000,5010,LAFLIN,S,ST,2988,16,NEW CITY,RT-4
20092190030000,5009,PRINCETON,S,AVE,3645,3,FULLER PARK,RS-3
20103110010000,201,53RD,E,ST,7347,3,WASHINGTON PARK,RM-5
20184270240000,6214,WOOD,S,ST,2981,15,WEST ENGLEWOOD,RS-3
20184200040000,6109,WOOD,S,ST,3103,15,WEST ENGLEWOOD,RS-3
20182300020000,5803,PAULINA,S,ST,3121,15,WEST ENGLEWOOD,RS-3
20103120090000,5329,PRAIRIE,S,AVE,8807,3,WASHINGTON PARK,RM-5
20162060620000,5546,LAFAYETTE,S,AVE,2457,3,WASHINGTON PARK,RS-3
