pin14,street_number,street_name,dir,type,sq_ft,ward,community_area,zoning_classification
20174060050000,5911,PEORIA,S,ST,3104,16,ENGLEWOOD,RS-3
20151130270000,5726,WABASH,S,AVE,4040,20,WASHINGTON PARK,RT-4
20082140050000,5015,RACINE,S,AVE,2996,16,NEW CITY,RS-3
20174040210000,5947,MORGAN,S,ST,3102,16,ENGLEWOOD,RS-3
20213220080000,7019,EMERALD,S,AVE,3119,6,ENGLEWOOD,RS-3
20171050240000,5524,THROOP,S,ST,3115,16,WEST ENGLEWOOD,RS-3
20292090050000,7209,MAY,S,ST,3118,17,ENGLEWOOD,RT-4
20221050450000,6610,MICHIGAN,S,AVE,3120,20,GREATER GRAND CROSSING,RS-3
20174040220000,5951,MORGAN,S,ST,1553,16,ENGLEWOOD,RS-3
20081280230000,5008,ADA,S,ST,3108,16,NEW CITY,RS-3
20191120300000,6418,HOYNE,S,AVE,3147,15,WEST ENGLEWOOD,RS-3
20093010400000,5150,UNION,S,AVE,3124,3,NEW CITY,RS-3
20162120140000,5710,LA SALLE,S,ST,3314,3,ENGLEWOOD,RS-3
20184190310000,6120,WOOD,S,ST,3104,15,WEST ENGLEWOOD,RS-3
20184040380000,5938,HERMITAGE,S,AVE,3108,15,WEST ENGLEWOOD,RS-3
20214080350000,6848,LAFAYETTE,S,AVE,4370,6,GREATER GRAND CROSSING,RS-3
20291260110000,1447,73RD,W,PL,3615,17,WEST ENGLEWOOD,RS-2
20072220300000,4944,MARSHFIELD,S,AVE,2964,16,NEW CITY,RS-3
20094170690000,5430,WELLS,S,ST,4172,3,FULLER PARK,RS-3
20292060020000,855,71ST,W,ST,3124,17,ENGLEWOOD,RT-4
20163090190000,605,60TH,W,ST,4358,20,ENGLEWOOD,RS-3
20171230240000,5759,ELIZABETH,S,ST,2898,16,WEST ENGLEWOOD,RS-3
20153040300000,5925,CALUMET,S,AVE,5933,20,WASHINGTON PARK,RM-5
20202010510000,6316,ABERDEEN,S,ST,1993,16,ENGLEWOOD,RS-3
20092180160000,5037,SHIELDS,S,AVE,2948,3,FULLER PARK,RS-3
20093020080000,5121,UNION,S,AVE,3126,3,NEW CITY,RS-3
20184110150000,6037,HONORE,S,ST,3103,15,WEST ENGLEWOOD,RS-3
20184140350000,1654,61ST,W,ST,3457,15,WEST ENGLEWOOD,RS-3
20172010080000,1101,GARFIELD,W,BLVD,4891,16,ENGLEWOOD,RT-4
20184220040000,6109,PAULINA,S,ST,3117,15,WEST ENGLEWOOD,RS-3
20173310050000,6217,THROOP,S,ST,3316,16,WEST ENGLEWOOD,RS-3
20164150060000,6113,STEWART,S,AVE,4641,20,ENGLEWOOD,RS-3
20103010150000,5155,WABASH,S,AVE,4375,3,WASHINGTON PARK,RT-4
20171200290000,5710,ADA,S,ST,3117,16,WEST ENGLEWOOD,RS-3
20192250100000,6625,WINCHESTER,S,AVE,3339,15,WEST ENGLEWOOD,RS-3
20204020070000,6719,ABERDEEN,S,ST,3115,17,ENGLEWOOD,RS-3
20153040100000,5941,PRAIRIE,S,AVE,8048,20,WASHINGTON PARK,RM-5
20093020400000,5134,LOWE,S,AVE,3124,3,NEW CITY,RS-3
20093290370000,622,GARFIELD,W,BLVD,3091,3,NEW CITY,RS-3
20213240290000,7024,WALLACE,S,ST,3109,6,ENGLEWOOD,RS-3
20074170440000,5348,WOLCOTT,S,AVE,2998,16,NEW CITY,RS-3
20292070210000,7153,GREEN,S,ST,3027,6,ENGLEWOOD,RS-3
20162180420000,5808,LA SALLE,S,ST,3374,20,ENGLEWOOD,RS-3
20094220470000,5400,FEDERAL,S,ST,2423,3,WASHINGTON PARK,RS-3
20172190280000,5708,MORGAN,S,ST,3133,16,ENGLEWOOD,RS-3
20093190190000,5347,LOWE,S,AVE,3153,3,NEW CITY,RS-3
20163250030000,547,ENGLEWOOD,W,AVE,3868,20,ENGLEWOOD,RS-3
20163090200000,601,60TH,W,ST,3698,20,ENGLEWOOD,RS-3
20084070120000,825,51ST,W,PL,3118,3,NEW CITY,RS-3
20174140260000,6006,GREEN,S,ST,6203,16,ENGLEWOOD,RT-4
20094170160000,5343,PRINCETON,S,AVE,4222,3,FULLER PARK,RS-3
20091130290000,742,51ST,W,ST,3121,3,NEW CITY,RS-3
20174260040000,6209,ABERDEEN,S,ST,4685,16,ENGLEWOOD,RS-3
20084180100000,5323,CARPENTER,S,ST,3171,16,NEW CITY,RS-3
20103040140000,5118,PRAIRIE,S,AVE,6291,3,WASHINGTON PARK,RM-5
20192250050000,6611,WINCHESTER,S,AVE,3713,15,WEST ENGLEWOOD,RS-3
20281060030000,7113,NORMAL,S,BLVD,6257,6,ENGLEWOOD,RT-4
20191050310000,6324,HOYNE,S,AVE,3135,15,WEST ENGLEWOOD,RS-3
20162020110000,5543,PRINCETON,S,AVE,3684,3,ENGLEWOOD,RS-3
20084190190000,919,53RD,W,ST,3029,20,NEW CITY,RS-3
20171020340000,5544,BISHOP,S,ST,3103,16,WEST ENGLEWOOD,RS-3
20292120310000,7212,SANGAMON,S,ST,3110,17,ENGLEWOOD,RS-3
20222090050000,6413,VERNON,S,AVE,18633,20,WOODLAWN,RT-4
20174260020000,6205,ABERDEEN,S,ST,3099,16,ENGLEWOOD,RS-3
20232130440000,6460,DORCHESTER,S,AVE,4660,20,WOODLAWN,RS-2
20172260190000,5804,CARPENTER,S,ST,3118,16,ENGLEWOOD,RS-3
20083190310000,5432,LOOMIS,S,BLVD,3136,16,NEW CITY,RT-4
20162060360000,5629,PERRY,S,AVE,2362,3,WASHINGTON PARK,RS-3
20211050300000,6328,NORMAL,S,BLVD,3749,20,ENGLEWOOD,RT-4
20164120270000,6075,LA SALLE,S,ST,5140,20,ENGLEWOOD,RS-3
20213190350000,6952,EGGLESTON,S,AVE,3127,6,ENGLEWOOD,RT-4
20161010180000,5549,EMERALD,S,AVE,4574,3,ENGLEWOOD,RS-3
20074120380000,5236,HERMITAGE,S,AVE,3139,16,NEW CITY,RS-3
20211140160000,6447,EGGLESTON,S,AVE,2372,20,ENGLEWOOD,RT-4
20094170700000,5434,WELLS,S,ST,4178,3,FULLER PARK,RS-3
20094160470000,5328,PRINCETON,S,AVE,4138,3,FULLER PARK,RS-3
20201020390000,6344,BISHOP,S,ST,3118,16,WEST ENGLEWOOD,RS-3
20081300030000,5007,THROOP,S,ST,3088,16,NEW CITY,RS-3
20173120320000,6034,ADA,S,ST,3126,16,WEST ENGLEWOOD,RS-3
20092190010000,5001,PRINCETON,S,AVE,3151,3,FULLER PARK,RS-3
20162200010000,50,57TH,W,PL,1494,20,WASHINGTON PARK,RS-3
20163180210000,725,61ST,W,PL,3157,16,ENGLEWOOD,RS-3
20181120310000,5636,DAMEN,S,AVE,3635,15,WEST ENGLEWOOD,RS-3
20082160150000,5039,ABERDEEN,S,ST,3117,16,NEW CITY,RS-3
20093280110000,727,60TH,W,PL,3108,3,NEW CITY,RS-3
20211200140000,534,65TH,W,PL,6358,20,ENGLEWOOD,RT-4
20084220120000,841,53RD,W,PL,3032,20,NEW CITY,RS-3
20084120300000,5224,SANGAMON,S,ST,2857,20,NEW CITY,RS-3
20203170380000,6946,LAFLIN,S,ST,3105,17,WEST ENGLEWOOD,RS-3
20093020130000,5133,UNION,S,AVE,3124,3,NEW CITY,RS-3
20153010100000,5908,MICHIGAN,S,AVE,5515,20,WASHINGTON PARK,RM-5
20174140130000,6031,PEORIA,S,ST,3039,16,ENGLEWOOD,RS-3
20161060090000,527,56TH,W,ST,3502,3,ENGLEWOOD,RS-3
20082170170000,5043,CARPENTER,S,ST,3106,16,NEW CITY,RS-3
20084260020000,5403,CARPENTER,S,ST,3171,16,NEW CITY,RS-3
20162150060000,5719,LAFAYETTE,S,AVE,2485,3,WASHINGTON PARK,RS-3
20194170190000,6951,WINCHESTER,S,AVE,2988,17,WEST ENGLEWOOD,RS-3
20171130450000,1300,57TH,W,ST,6066,16,WEST ENGLEWOOD,RS-3
20203180290000,6934,BISHOP,S,ST,3094,17,WEST ENGLEWOOD,RS-3
20073230050000,5415,SEELEY,S,AVE,3529,16,NEW CITY,RS-3
20094170020000,5303,PRINCETON,S,AVE,4984,3,FULLER PARK,RS-3
20092180300000,5026,PRINCETON,S,AVE,2948,3,FULLER PARK,RS-3
20103120170000,306,54TH,E,ST,8109,3,WASHINGTON PARK,RM-5
20184300190000,6218,MARSHFIELD,S,AVE,3116,15,WEST ENGLEWOOD,RS-3
20174260260000,6220,CARPENTER,S,ST,3104,16,ENGLEWOOD,RS-3
20101220150000,5034,CALUMET,S,AVE,4463,3,GRAND BOULEVARD,RM-5
20151220230000,5806,PRAIRIE,S,AVE,8044,20,WASHINGTON PARK,"B3-3, RM-5"
20231160130000,6504,GREENWOOD,S,AVE,6088,20,WOODLAWN,RT-4
20162070220000,5607,LAFAYETTE,S,AVE,2502,3,WASHINGTON PARK,RS-3
20084020190000,5149,ABERDEEN,S,ST,3117,16,NEW CITY,RS-3
20231110160000,6426,WOODLAWN,S,AVE,5495,20,WOODLAWN,RM-5
20192030230000,6314,WOOD,S,ST,2994,15,WEST ENGLEWOOD,RS-3
20192060310000,6326,MARSHFIELD,S,AVE,3078,15,WEST ENGLEWOOD,RS-3
20201170010000,6601,JUSTINE,S,ST,3777,17,WEST ENGLEWOOD,RS-3
20231010160000,848,64TH,E,ST,5084,20,WOODLAWN,RM-5
20081160260000,4916,JUSTINE,S,ST,3029,20,NEW CITY,RT-4
20162160180000,315,58TH,W,ST,4353,20,ENGLEWOOD,RS-3
20211160200000,6547,EMERALD,S,AVE,2453,20,ENGLEWOOD,RT-4
20214160080000,6921,PERRY,S,AVE,6999,6,GREATER GRAND CROSSING,RS-3
20084180460000,5358,MORGAN,S,ST,3155,16,NEW CITY,RS-3
20164020060000,337,59TH,W,PL,3109,20,ENGLEWOOD,RS-3
20182130020000,5603,HERMITAGE,S,AVE,3141,15,WEST ENGLEWOOD,RS-3
20214260440000,350,69TH,E,ST,37555,6,GREATER GRAND CROSSING,"RS-3,B3-3"
20194040300000,6752,HERMITAGE,S,AVE,3110,15,WEST ENGLEWOOD,RS-3
20201110260000,6406,LOOMIS,S,BLVD,3595,17,WEST ENGLEWOOD,RT-4
20172100240000,5600,CARPENTER,S,ST,6198,16,ENGLEWOOD,RS-3
20282080190000,7200,HARVARD,S,AVE,12846,17,GREATER GRAND CROSSING,RT-4
20074080100000,5223,DAMEN,S,AVE,2897,16,NEW CITY,RS-3
20084300060000,827,54TH,W,PL,3671,20,NEW CITY,RS-3
20211050310000,6330,NORMAL,S,BLVD,2764,20,ENGLEWOOD,RT-4
20162010630000,5566,PRINCETON,S,AVE,3153,3,ENGLEWOOD,RS-3
20174110100000,6023,CARPENTER,S,ST,3136,16,ENGLEWOOD,RS-3
20084210590000,917,53RD,W,PL,4219,20,NEW CITY,RS-3
20081290230000,5010,THROOP,S,ST,3110,16,NEW CITY,RS-3
20192180190000,6555,WOLCOTT,S,AVE,3073,15,WEST ENGLEWOOD,RS-3
20093160300000,5322,EMERALD,S,AVE,3098,3,NEW CITY,RS-3
20084160150000,5339,MAY,S,ST,3105,16,NEW CITY,RS-3
20094170590000,5364,WELLS,S,ST,4173,3,FULLER PARK,RS-3
20164090240000,324,61ST,W,ST,3533,20,ENGLEWOOD,RS-3
20081300240000,5014,ELIZABETH,S,ST,3087,16,NEW CITY,RS-3
20224210110000,7027,EBERHART,S,AVE,3096,6,GREATER GRAND CROSSING,RS-3
20174210010000,6101,SANGAMON,S,ST,3576,16,ENGLEWOOD,RS-3
20083140160000,5339,LAFLIN,S,ST,3118,16,NEW CITY,RS-3
20074180060000,5317,WOLCOTT,S,AVE,3122,16,NEW CITY,RS-3
20163180140000,739,61ST,W,PL,3153,16,ENGLEWOOD,RS-3
20213080190000,6814,LOWE,S,AVE,8001,6,ENGLEWOOD,RT-4
20204000080000,6717,RACINE,S,AVE,3117,17,ENGLEWOOD,RS-3
20164050460000,5930,LAFAYETTE,S,AVE,3124,20,WASHINGTON PARK,RS-3
20103020360000,5176,INDIANA,S,AVE,4543,3,WASHINGTON PARK,RM-5
20203110340000,6844,LOOMIS,S,BLVD,3123,17,WEST ENGLEWOOD,RS-3
20103060080000,5135,CALUMET,S,AVE,4200,3,WASHINGTON PARK,RM-5
20094160280000,5421,SHIELDS,S,AVE,4521,3,FULLER PARK,RS-3
20214000020000,6709,STEWART,S,AVE,5718,6,ENGLEWOOD,RT-4
20163180630000,600,62ND,W,ST,6330,16,ENGLEWOOD,RS-3
20172200020000,5705,MORGAN,S,ST,4183,16,ENGLEWOOD,RS-3
20184250170000,6243,WINCHESTER,S,AVE,3112,15,WEST ENGLEWOOD,RS-3
20084030110000,5113,CARPENTER,S,ST,3126,16,NEW CITY,RS-3
20182220190000,5749,PAULINA,S,ST,3121,15,WEST ENGLEWOOD,RS-3
20103120150000,5351,PRAIRIE,S,AVE,3776,3,WASHINGTON PARK,RM-5
20151240230000,5828,DR MARTIN LUTHER KING JR,S,DR,4799,20,WASHINGTON PARK,RM-5
20222050230000,6312,LANGLEY,S,AVE,3036,20,WOODLAWN,RT-4
20103110080000,5325,INDIANA,S,AVE,4549,3,WASHINGTON PARK,RM-5
20213250040000,7014,PARNELL,S,AVE,3239,6,ENGLEWOOD,RT-4
20202100240000,6408,CARPENTER,S,ST,3118,16,ENGLEWOOD,RS-3
20283000250000,7532,EMERALD,S,AVE,5756,17,ENGLEWOOD,RS-3
20074110240000,5206,WOOD,S,ST,3124,16,NEW CITY,RS-3
20163160250000,524,61ST,W,PL,4619,20,ENGLEWOOD,RS-3
20223170200000,6944,PRAIRIE,S,AVE,3123,6,GREATER GRAND CROSSING,RS-3
20211200080000,6549,PARNELL,S,AVE,3144,20,ENGLEWOOD,RT-4
20202120030000,6409,MORGAN,S,ST,3103,16,ENGLEWOOD,RS-3
20211290310000,6623,NORMAL,S,BLVD,3872,6,ENGLEWOOD,RT-4
20231060210000,6401,ELLIS,S,AVE,5471,20,WOODLAWN,RT-4
20222090190000,6406,EBERHART,S,AVE,3062,20,WOODLAWN,RT-4
20184070160000,5942,MARSHFIELD,S,AVE,3027,15,WEST ENGLEWOOD,RS-3
20292120180000,7243,MORGAN,S,ST,3108,17,ENGLEWOOD,RS-3
20074220050000,5311,PAULINA,S,ST,3099,16,NEW CITY,RS-3
20084190370000,5304,PEORIA,S,ST,3241,20,NEW CITY,RS-3
20091110150000,735,49TH,W,PL,3065,3,NEW CITY,RS-3
20292110210000,7255,CARPENTER,S,ST,2992,17,ENGLEWOOD,RS-3
20211210220000,6512,STEWART,S,AVE,5148,20,ENGLEWOOD,RT-4
20184140280000,6030,MARSHFIELD,S,AVE,3119,15,WEST ENGLEWOOD,RS-3
20163000910000,5962,UNION,S,AVE,2823,20,ENGLEWOOD,RS-3
20081180210000,4916,LOOMIS,S,BLVD,15636,16,NEW CITY,RT-4
20282100180000,7206,YALE,S,AVE,6336,17,GREATER GRAND CROSSING,RT-4
20153140750000,6141,INDIANA,S,AVE,3911,20,WASHINGTON PARK,RM-5
20101230080000,5021,CALUMET,S,AVE,3147,3,GRAND BOULEVARD,RM-5
20192100210000,6400,HONORE,S,ST,3577,15,WEST ENGLEWOOD,RS-3
20094160220000,5403,SHIELDS,S,AVE,4137,3,FULLER PARK,RS-3
20072170300000,4928,WOLCOTT,S,AVE,2992,16,NEW CITY,RS-3
20151220050000,5815,INDIANA,S,AVE,4037,20,WASHINGTON PARK,RM-5
20084180240000,5300,MORGAN,S,ST,2697,16,NEW CITY,RS-3
20163020310000,600,60TH,W,ST,2480,20,ENGLEWOOD,RS-3
20282030310000,7152,WENTWORTH,S,AVE,2800,6,GREATER GRAND CROSSING,RT-4
20172170110000,5721,MAY,S,ST,3109,16,ENGLEWOOD,RS-3
20211190230000,524,65TH,W,PL,3290,20,ENGLEWOOD,RT-4
20153100020000,6009,PRAIRIE,S,AVE,6052,20,WASHINGTON PARK,RM-5
20282110060000,7229,YALE,S,AVE,6101,17,GREATER GRAND CROSSING,RT-4
20173150180000,6043,ELIZABETH,S,ST,3854,16,WEST ENGLEWOOD,RS-3
20223070390000,6859,WABASH,S,AVE,4123,20,GREATER GRAND CROSSING,RS-3
20184040120000,5919,WOOD,S,ST,3109,15,WEST ENGLEWOOD,RS-3
20101220040000,5021,PRAIRIE,S,AVE,7619,3,GRAND BOULEVARD,RM-5
20213030130000,6722,PARNELL,S,AVE,6401,6,ENGLEWOOD,RT-4
20084030280000,5100,CARPENTER,S,ST,3135,16,NEW CITY,RS-3
20173030310000,5952,LOOMIS,S,BLVD,3630,16,WEST ENGLEWOOD,RS-3
20211240280000,710,MARQUETTE,W,RD,3808,6,ENGLEWOOD,RT-4
20184310150000,6239,MARSHFIELD,S,AVE,3021,16,WEST ENGLEWOOD,RS-3
20084260240000,5422,MORGAN,S,ST,3176,16,NEW CITY,RS-3
20084040210000,909,51ST,W,ST,3123,20,NEW CITY,RT-4
20171100210000,1458,57TH,W,ST,2419,16,WEST ENGLEWOOD,RS-3
20161020290000,5541,UNION,S,AVE,3399,3,ENGLEWOOD,RS-3
20192040310000,6332,HERMITAGE,S,AVE,3095,15,WEST ENGLEWOOD,RS-3
20203080190000,6810,JUSTINE,S,ST,3039,17,WEST ENGLEWOOD,RS-3
20213240270000,7020,WALLACE,S,ST,3107,6,ENGLEWOOD,RS-3
20164000350000,5922,PRINCETON,S,AVE,2507,20,ENGLEWOOD,RS-3
20084290160000,950,GARFIELD,W,BLVD,6137,20,NEW CITY,RS-3
20192070090000,6341,MARSHFIELD,S,AVE,3085,16,WEST ENGLEWOOD,RS-3
20083080240000,5212,JUSTINE,S,ST,3026,16,NEW CITY,RS-3
20162100380000,5756,WELLS,S,ST,3361,20,ENGLEWOOD,RS-3
20154040060000,6000,ST LAWRENCE,S,AVE,8293,20,WOODLAWN,RM-5
20094170140000,5337,PRINCETON,S,AVE,4225,3,FULLER PARK,RS-3
20151220240000,5810,PRAIRIE,S,AVE,8046,20,WASHINGTON PARK,RM-5
20174160270000,6118,MAY,S,ST,3121,16,ENGLEWOOD,RS-3
20103090090000,5323,WABASH,S,AVE,4019,3,WASHINGTON PARK,RT-4
20103030140000,5222,INDIANA,S,AVE,4313,3,WASHINGTON PARK,RM-5
20202100270000,6416,CARPENTER,S,ST,3116,16,ENGLEWOOD,RS-3
20203230100000,6933,ELIZABETH,S,ST,3098,17,WEST ENGLEWOOD,RS-3
20094100440000,5252,WELLS,S,ST,2977,3,FULLER PARK,RS-3
20211130020000,6359,NORMAL,S,BLVD,2555,20,ENGLEWOOD,RT-4
20083030420000,5150,LOOMIS,S,BLVD,3112,16,NEW CITY,RT-4
20151210230000,5830,INDIANA,S,AVE,3997,20,WASHINGTON PARK,RM-5
20163130280000,526,61ST,W,ST,3017,20,ENGLEWOOD,RS-3
20201170060000,6615,JUSTINE,S,ST,3100,17,WEST ENGLEWOOD,RS-3
20074190020000,5303,HONORE,S,ST,3116,16,NEW CITY,RS-3
20204310030000,7007,GREEN,S,ST,4277,6,ENGLEWOOD,RT-4
20103060280000,5231,CALUMET,S,AVE,9804,3,WASHINGTON PARK,RM-5
20171220160000,5741,THROOP,S,ST,3119,16,WEST ENGLEWOOD,RS-3
20282090090000,7233,HARVARD,S,AVE,6340,17,GREATER GRAND CROSSING,RM-5
20103050230000,5156,CALUMET,S,AVE,9024,3,WASHINGTON PARK,RM-5
20174020150000,5923,ABERDEEN,S,ST,3120,16,ENGLEWOOD,RS-3
20181050010000,2057,GARFIELD,W,BLVD,5980,15,WEST ENGLEWOOD,RT-4
20093190150000,5337,LOWE,S,AVE,3155,3,NEW CITY,RS-3
20144090060000,6137,KENWOOD,S,AVE,9725,20,WOODLAWN,RM-5
20081290260000,5016,THROOP,S,ST,3110,16,NEW CITY,RS-3
20214210020000,7029,PRINCETON,S,AVE,5281,6,GREATER GRAND CROSSING,RT-4
20153150080000,6153,INDIANA,S,AVE,15883,20,WASHINGTON PARK,RM-5
20171130070000,5617,ADA,S,ST,3116,16,WEST ENGLEWOOD,RS-3
20081160390000,4950,JUSTINE,S,ST,3029,20,NEW CITY,RT-4
20161000560000,5618,EMERALD,S,AVE,3031,20,ENGLEWOOD,RS-3
20082190160000,821,50TH,W,ST,3144,3,NEW CITY,RS-3
20174080340000,6036,MAY,S,ST,3121,16,ENGLEWOOD,RS-3
20213240010000,7007,LOWE,S,AVE,9322,6,ENGLEWOOD,RS-3
20074170180000,5345,WINCHESTER,S,AVE,3122,16,NEW CITY,RS-3
20103010310000,5241,WABASH,S,AVE,4048,3,WASHINGTON PARK,RT-4
20203080300000,6838,JUSTINE,S,ST,3041,17,WEST ENGLEWOOD,RS-3
20163010620000,638,60TH,W,ST,3331,20,ENGLEWOOD,RS-3
20204230160000,6951,GREEN,S,ST,6887,6,ENGLEWOOD,RT-4
20302030290000,7159,HONORE,S,ST,3120,17,WEST ENGLEWOOD,RS-2
20084040090000,939,51ST,W,ST,3123,20,NEW CITY,RT-4
20172200010000,5701,MORGAN,S,ST,6129,16,ENGLEWOOD,RS-3
20204310010000,7003,GREEN,S,ST,6144,6,ENGLEWOOD,RT-4
20192110020000,6403,HONORE,S,ST,3684,15,WEST ENGLEWOOD,RS-3
20151170060000,5727,PRAIRIE,S,AVE,7150,20,WASHINGTON PARK,RM-5
20074100340000,5230,HONORE,S,ST,3115,16,NEW CITY,RS-3
20171120160000,5637,LOOMIS,S,BLVD,3113,16,WEST ENGLEWOOD,RS-3
20214230130000,7010,PERRY,S,AVE,6986,6,GREATER GRAND CROSSING,RS-3
20103120140000,5345,PRAIRIE,S,AVE,9339,3,WASHINGTON PARK,RM-5
20172110350000,5630,MORGAN,S,ST,3761,16,ENGLEWOOD,RS-3
20172130180000,5600,PEORIA,S,ST,6016,16,ENGLEWOOD,RS-3
20202010350000,6338,ABERDEEN,S,ST,3109,16,ENGLEWOOD,RS-3
20203060120000,6726,THROOP,S,ST,3123,17,WEST ENGLEWOOD,RS-3
20083040390000,1338,52ND,W,ST,3043,16,NEW CITY,RT-4
20084150220000,5357,RACINE,S,AVE,6142,16,NEW CITY,RT-4
20162060770000,5634,LAFAYETTE,S,AVE,2457,3,WASHINGTON PARK,RS-3
20084260250000,5424,MORGAN,S,ST,3176,16,NEW CITY,RS-3
20213270200000,7008,EGGLESTON,S,AVE,3629,6,ENGLEWOOD,RT-4
20204150090000,6819,GREEN,S,ST,3145,6,ENGLEWOOD,RS-3
20174250300000,6236,ABERDEEN,S,ST,3115,16,ENGLEWOOD,RS-3
20194300320000,7028,MARSHFIELD,S,AVE,3053,17,WEST ENGLEWOOD,RS-3
20171020360000,1457,GARFIELD,W,BLVD,2291,16,WEST ENGLEWOOD,RT-4
20094010230000,5158,PRINCETON,S,AVE,2627,3,FULLER PARK,RS-3
20103040500000,5252,PRAIRIE,S,AVE,8152,3,WASHINGTON PARK,RM-5
20283000230000,7524,EMERALD,S,AVE,5759,17,ENGLEWOOD,RS-3
20212040200000,6422,HARVARD,S,AVE,5693,20,ENGLEWOOD,RT-4
20211270100000,6606,NORMAL,S,BLVD,11402,6,ENGLEWOOD,RT-4
20202040300000,6332,SANGAMON,S,ST,4676,16,ENGLEWOOD,RT-4
20103040030000,5109,INDIANA,S,AVE,6846,3,WASHINGTON PARK,RM-5
20084170220000,5357,ABERDEEN,S,ST,3102,16,NEW CITY,RS-3
20164090180000,340,61ST,W,ST,3534,20,ENGLEWOOD,RS-3
20213000280000,6710,EMERALD,S,AVE,4833,6,ENGLEWOOD,RT-4
20162020870000,5656,WELLS,S,ST,3193,3,ENGLEWOOD,RS-3
20081230290000,1236,50TH,W,ST,3036,16,NEW CITY,RS-3
20211260390000,6600,PARNELL,S,AVE,4954,6,ENGLEWOOD,RT-4
20292130070000,7215,SANGAMON,S,ST,3123,17,ENGLEWOOD,RS-3
20203260100000,7029,LAFLIN,S,ST,3094,17,WEST ENGLEWOOD,RS-3
20083130410000,5344,LAFLIN,S,ST,3113,16,NEW CITY,RS-3
20093290220000,609,54TH,W,PL,3086,3,NEW CITY,RS-3
20094160650000,5418,PRINCETON,S,AVE,4322,3,FULLER PARK,RS-3
20231050560000,6376,ELLIS,S,AVE,6220,20,WOODLAWN,RT-4
20173200430000,6146,ADA,S,ST,2906,16,WEST ENGLEWOOD,RT-4
20081250060000,5011,JUSTINE,S,ST,2988,16,NEW CITY,RT-4
20093190350000,5300,WALLACE,S,ST,4761,3,NEW CITY,RS-3
20174170190000,6141,MAY,S,ST,3108,16,ENGLEWOOD,RS-3
20184240280000,6242,WINCHESTER,S,AVE,5336,15,WEST ENGLEWOOD,RS-3
20094100050000,5211,PRINCETON,S,AVE,2977,3,FULLER PARK,RS-3
20174080450000,1140,61ST,W,ST,3001,16,ENGLEWOOD,RS-3
20232200210000,1430,MARQUETTE,E,RD,6324,20,WOODLAWN,RM-5
20153060190000,6000,WABASH,S,AVE,4992,20,WASHINGTON PARK,RT-4
20224210250000,7004,RHODES,S,AVE,3621,6,GREATER GRAND CROSSING,RS-3
20084100330000,5220,CARPENTER,S,ST,3151,16,NEW CITY,RS-3
20292210190000,7347,SANGAMON,S,ST,3117,17,ENGLEWOOD,RS-3
20162040530000,5628,LA SALLE,S,ST,3001,3,ENGLEWOOD,RS-3
20163210500000,625,62ND,W,ST,3121,16,ENGLEWOOD,RS-3
20163000760000,5920,UNION,S,AVE,3150,20,ENGLEWOOD,RS-3
20161140110000,5725,UNION,S,AVE,3143,3,ENGLEWOOD,RS-3
20192020350000,6346,HONORE,S,ST,3698,15,WEST ENGLEWOOD,RS-3
20213070260000,6830,UNION,S,AVE,6116,6,ENGLEWOOD,RT-4
20173170380000,1516,62ND,W,ST,5738,15,WEST ENGLEWOOD,RS-3
20211240130000,715,66TH,W,PL,6332,6,ENGLEWOOD,RT-4
20184190370000,6136,WOOD,S,ST,3106,15,WEST ENGLEWOOD,RS-3
20182260020000,1855,58TH,W,ST,3160,15,WEST ENGLEWOOD,RS-3
20292180250000,7300,CARPENTER,S,ST,2946,17,ENGLEWOOD,RS-3
20073080760000,2022,52ND,W,PL,3108,16,NEW CITY,RS-3
20182290100000,5502,PAULINA,S,ST,3119,15,WEST ENGLEWOOD,RS-3
20164090040000,349,60TH,W,PL,3139,20,ENGLEWOOD,RS-3
20084070260000,834,52ND,W,ST,3035,3,NEW CITY,RS-3
20074100290000,5218,HONORE,S,ST,3116,16,NEW CITY,RS-3
20184220110000,6129,PAULINA,S,ST,3117,15,WEST ENGLEWOOD,RS-3
20192040280000,6326,HERMITAGE,S,AVE,3095,15,WEST ENGLEWOOD,RS-3
20083090320000,5224,LAFLIN,S,ST,3113,16,NEW CITY,RS-3
20173210400000,6134,THROOP,S,ST,4406,16,WEST ENGLEWOOD,RS-3
20213250050000,7016,PARNELL,S,AVE,2251,6,ENGLEWOOD,RT-4
20203150160000,6841,ELIZABETH,S,ST,3114,17,WEST ENGLEWOOD,RS-3
20231050190000,6411,INGLESIDE,S,AVE,3120,20,WOODLAWN,RT-4
20222150100000,6429,EVANS,S,AVE,6112,20,WOODLAWN,RT-4
20193270170000,2019,69TH,W,ST,3115,17,WEST ENGLEWOOD,RS-2
20194220110000,6911,PAULINA,S,ST,3111,17,WEST ENGLEWOOD,RS-3
20162210160000,5805,LAFAYETTE,S,AVE,5851,20,WASHINGTON PARK,RS-3
20184130390000,1718,61ST,W,ST,3124,15,WEST ENGLEWOOD,RS-3
20204100410000,1036,69TH,W,ST,2518,17,ENGLEWOOD,RS-3
20214000340000,318,NORMAL,W,PKWY,8513,6,ENGLEWOOD,RT-4
20184100330000,6022,HONORE,S,ST,3108,15,WEST ENGLEWOOD,RS-3
20194210300000,6920,PAULINA,S,ST,3116,17,WEST ENGLEWOOD,RS-3
20171150150000,5635,ELIZABETH,S,ST,3112,16,WEST ENGLEWOOD,RS-3
