pin14,city_owned,street_number,street_dir,street_name,street_type,zoning_classification,ward,residential,sq_ft,zip_code,alderman_hold
16123260580000,t,2957,W,WASHINGTON,,RT-4,,t,3248,,
16124210630000,t,2759,W,WASHINGTON,BLVD,RT-4,,t,2673,,
16131120260000,t,3142,W,JACKSON,BLVD,RM-5,,t,1835,,
16142090350000,t,3426,W,JACKSON,BLVD,RM-5,,t,3581,,
16123120290000,t,212,N,ALBANY,AVE,RT-4,,t,1428,,
16114010090000,t,3438,W,CARROLL,AVE,RT-4,,t,3986,,
16114080850000,t,3222,W,WALNUT,ST,RT-4,,t,4065,,
16114080800000,t,3232,W,WALNUT,ST,RT-4,,t,2374,,
16114110330000,t,3253,W,WALNUT,ST,RT-4,,t,2410,,
16114080700000,t,3254,W,WALNUT,ST,RT-4,,t,2971,,
16114110230000,t,3307,W,WALNUT,ST,RT-4,,t,2650,,
16114080610000,t,3308,W,WALNUT,ST,RT-4,,t,2978,,
16114110190000,t,3317,W,WALNUT,ST,RT-4,,t,2439,,
16114110120000,t,3333,W,WALNUT,ST,RT-4,,t,2026,,
16114110110000,t,3335,W,WALNUT,ST,RT-4,,t,2026,,
16114110020000,t,3355,W,WALNUT,ST,RT-4,,t,2431,,
16114100230000,t,3407,W,WALNUT,ST,RT-4,,t,2246,,
16114100160000,t,3423,W,WALNUT,ST,RT-4,,t,2701,,
16114100070000,t,3443,W,WALNUT,ST,RT-4,,t,2250,,
16114080250000,t,3243,W,FULTON,BLVD,RT-4,,t,18000,,
16114150340000,t,3219,WEST,WARREN,BOULEVARD,RM-5,,t,3160,60624,
16133110080000,t,2841,WEST,LEXINGTON,STREET,RT-4,,t,3116,60612,
16142050060000,t,3443,WEST,MONROE,STREET,RM-5,,t,6874,60624,
16123290140000,t,3031,WEST,WARREN,BOULEVARD,RT-4,,t,3019,60612,
16123210340000,t,2930,WEST,WASHINGTON,BOULEVARD,RT-4,,t,7212,60612,
16144000120000,t,3536,WEST,FLOURNOY,STREET,RT-4,,t,2377,60624,
16114140280000,t,3207,WEST,WASHINGTON,BOULEVARD,B3-3/RM-5,,t,5877,60624,
16131020100000,t,15,SOUTH,WHIPPLE,STREET,RT-4,,t,1846,60612,
16142270310000,t,3340,WEST,CONGRESS,PARKWAY,RM-5,,t,3130,60624,
16123280110000,t,3127,WEST,WARREN,BOULEVARD,RM-5,,t,3026,60612,
16114040350000,t,3430,WEST,FULTON,BOULEVARD,RT-4,,t,5977,60624,
16134000130000,t,2728,W,FLOURNOY,ST,RT-4,,t,3129,,
16134040170000,t,2715,W,FLOURNOY,ST,RT-4,,t,2680,,
16134040350000,t,2720,W,LEXINGTON,ST,RT-4,,t,3100,,
16134040340000,t,2720,W,LEXINGTON,ST,RT-4,,t,3141,,
16134080130000,t,2737,W,LEXINGTON,ST,RT-4,,t,3130,,
16134080120000,t,2741,W,LEXINGTON,ST,RT-4,,t,3125,,
16134080100000,t,2745,W,LEXINGTON,ST,RT-4,,t,3004,,
16133030260000,t,2848,W,FLOURNOY,ST,RT-4,,t,3119,,
16132130020000,t,2659,W,ADAMS,ST,RT-4,,t,3124,,
16131110230000,t,2840,W,ADAMS,ST,RT-4,,t,8317,,
16131140230000,t,130,S,WHIPPLE,ST,RT-4,,t,2163,,
16123260140000,t,2919,W,WASHINGTON,BLVD,RT-4,,t,3250,,
16123080470000,t,3108,W,WALNUT,ST,RT-4,,t,2716,,
16131020240000,t,14,S,SACRAMENTO,BLVD,RT-4,,t,1693,,
16144070350000,t,3214,W,LEXINGTON,ST,RT-4,,t,3431,,
16144030330000,t,3252,W,FLOURNOY,ST,RT-4,,t,3579,,
16144070050000,t,3249,W,FLOURNOY,ST,RT-4,,t,3083,,
16144030180000,t,3238,W,FLOURNOY,ST,RT-4,,t,2916,,
16123240030000,t,3151,W,WASHINGTON,BLVD,RM-5,,t,3098,,
16131130170000,t,211,S,TROY,ST,RM-5,,t,2114,,
16123100440000,t,2906,W,WALNUT,ST,RT-4,,t,3127,,
16123220110000,t,117,N,FRANCISCO,AVE,RT-4,,t,3359,,
